concept_id,concept_name,concept_code,vocabulary_id,Feature
45552980,Bullous lichen planus,L43.1,ICD10,SkinSymptoms
35208522,Bullous lichen planus,L43.1,ICD10CM,SkinSymptoms
45596374,Lichenoid drug reaction,L43.2,ICD10,SkinSymptoms
35208523,Lichenoid drug reaction,L43.2,ICD10CM,SkinSymptoms
45586770,Subacute (active) lichen planus,L43.3,ICD10,SkinSymptoms
35208524,Subacute (active) lichen planus,L43.3,ICD10CM,SkinSymptoms
45577038,Other lichen planus,L43.8,ICD10,SkinSymptoms
35208525,Other lichen planus,L43.8,ICD10CM,SkinSymptoms
35208526,"Lichen planus, unspecified",L43.9,ICD10CM,SkinSymptoms
45591635,"Lichen planus, unspecified",L43.9,ICD10,SkinSymptoms
35208527,Pityriasis rubra pilaris,L44.0,ICD10CM,SkinSymptoms
45601223,Pityriasis rubra pilaris,L44.0,ICD10,SkinSymptoms
45577039,Lichen nitidus,L44.1,ICD10,SkinSymptoms
35208528,Lichen nitidus,L44.1,ICD10CM,SkinSymptoms
45605986,Lichen striatus,L44.2,ICD10,SkinSymptoms
35208529,Lichen striatus,L44.2,ICD10CM,SkinSymptoms
45552981,Lichen ruber moniliformis,L44.3,ICD10,SkinSymptoms
35208530,Lichen ruber moniliformis,L44.3,ICD10CM,SkinSymptoms
35208565,Polymorphous light eruption,L56.4,ICD10CM,SkinSymptoms
45552991,Polymorphous light eruption,L56.4,ICD10,SkinSymptoms
35208605,Lichen planopilaris,L66.1,ICD10CM,SkinSymptoms
45538579,Lichen planopilaris,L66.1,ICD10,SkinSymptoms
35208652,Apocrine miliaria,L75.2,ICD10CM,SkinSymptoms
45543382,Apocrine miliaria,L75.2,ICD10,SkinSymptoms
35208655,Vitiligo,L80,ICD10CM,SkinSymptoms
45581962,Vitiligo,L80,ICD10,SkinSymptoms
45562548,Other disorders of pigmentation,L81,ICD10,SkinSymptoms
1569810,Other disorders of pigmentation,L81,ICD10CM,SkinSymptoms
45562549,Postinflammatory hyperpigmentation,L81.0,ICD10,SkinSymptoms
35208656,Postinflammatory hyperpigmentation,L81.0,ICD10CM,SkinSymptoms
35208657,Chloasma,L81.1,ICD10CM,SkinSymptoms
45567368,Chloasma,L81.1,ICD10,SkinSymptoms
35208658,Freckles,L81.2,ICD10CM,SkinSymptoms
45543383,Freckles,L81.2,ICD10,SkinSymptoms
35208659,Cafe au lait spots,L81.3,ICD10CM,SkinSymptoms
45605997,Café au lait spots,L81.3,ICD10,SkinSymptoms
35208660,Other melanin hyperpigmentation,L81.4,ICD10CM,SkinSymptoms
45538585,Other melanin hyperpigmentation,L81.4,ICD10,SkinSymptoms
35208661,"Leukoderma, not elsewhere classified",L81.5,ICD10CM,SkinSymptoms
45567369,"Leukoderma, not elsewhere classified",L81.5,ICD10,SkinSymptoms
35208662,Other disorders of diminished melanin formation,L81.6,ICD10CM,SkinSymptoms
45548207,Other disorders of diminished melanin formation,L81.6,ICD10,SkinSymptoms
45605998,Pigmented purpuric dermatosis,L81.7,ICD10,SkinSymptoms
35208663,Pigmented purpuric dermatosis,L81.7,ICD10CM,SkinSymptoms
45596387,Other specified disorders of pigmentation,L81.8,ICD10,SkinSymptoms
35208664,Other specified disorders of pigmentation,L81.8,ICD10CM,SkinSymptoms
35208665,"Disorder of pigmentation, unspecified",L81.9,ICD10CM,SkinSymptoms
45543384,"Disorder of pigmentation, unspecified",L81.9,ICD10,SkinSymptoms
45548208,Seborrhoeic keratosis,L82,ICD10,SkinSymptoms
1569811,Seborrheic keratosis,L82,ICD10CM,SkinSymptoms
45538586,Inflamed seborrheic keratosis,L82.0,ICD10CM,SkinSymptoms
45596388,Other seborrheic keratosis,L82.1,ICD10CM,SkinSymptoms
45601233,Other epidermal thickening,L85,ICD10,SkinSymptoms
1569812,Other epidermal thickening,L85,ICD10CM,SkinSymptoms
35208668,Acquired ichthyosis,L85.0,ICD10CM,SkinSymptoms
45572282,Acquired ichthyosis,L85.0,ICD10,SkinSymptoms
35208669,Acquired keratosis [keratoderma] palmaris et plantaris,L85.1,ICD10CM,SkinSymptoms
45591648,Acquired keratosis [keratoderma] palmaris et plantaris,L85.1,ICD10,SkinSymptoms
45601234,Keratosis punctata (palmaris et plantaris),L85.2,ICD10,SkinSymptoms
35208670,Keratosis punctata (palmaris et plantaris),L85.2,ICD10CM,SkinSymptoms
45577054,Xerosis cutis,L85.3,ICD10,SkinSymptoms
35208671,Xerosis cutis,L85.3,ICD10CM,SkinSymptoms
45538587,Other specified epidermal thickening,L85.8,ICD10,SkinSymptoms
35208672,Other specified epidermal thickening,L85.8,ICD10CM,SkinSymptoms
45606000,"Epidermal thickening, unspecified",L85.9,ICD10,SkinSymptoms
35208673,"Epidermal thickening, unspecified",L85.9,ICD10CM,SkinSymptoms
35208674,Keratoderma in diseases classified elsewhere,L86,ICD10CM,SkinSymptoms
45577055,Keratoderma in diseases classified elsewhere,L86,ICD10,SkinSymptoms
1569813,Transepidermal elimination disorders,L87,ICD10CM,SkinSymptoms
45606001,Transepidermal elimination disorders,L87,ICD10,SkinSymptoms
35208675,Keratosis follicularis et parafollicularis in cutem penetrans,L87.0,ICD10CM,SkinSymptoms
45557714,Keratosis follicularis et parafollicularis in cutem penetrans [Kyrle],L87.0,ICD10,SkinSymptoms
45586782,Reactive perforating collagenosis,L87.1,ICD10,SkinSymptoms
35208676,Reactive perforating collagenosis,L87.1,ICD10CM,SkinSymptoms
35208677,Elastosis perforans serpiginosa,L87.2,ICD10CM,SkinSymptoms
45557715,Elastosis perforans serpiginosa,L87.2,ICD10,SkinSymptoms
35208678,Other transepidermal elimination disorders,L87.8,ICD10CM,SkinSymptoms
45548209,Other transepidermal elimination disorders,L87.8,ICD10,SkinSymptoms
45543385,"Transepidermal elimination disorder, unspecified",L87.9,ICD10,SkinSymptoms
35208679,"Transepidermal elimination disorder, unspecified",L87.9,ICD10CM,SkinSymptoms
35208680,Pyoderma gangrenosum,L88,ICD10CM,SkinSymptoms
45538588,Pyoderma gangrenosum,L88,ICD10,SkinSymptoms
1569843,Atrophic disorders of skin,L90,ICD10CM,SkinSymptoms
45562559,Atrophic disorders of skin,L90,ICD10,SkinSymptoms
45548221,Lichen sclerosus et atrophicus,L90.0,ICD10,SkinSymptoms
35208681,Lichen sclerosus et atrophicus,L90.0,ICD10CM,SkinSymptoms
35208682,Anetoderma of Schweninger-Buzzi,L90.1,ICD10CM,SkinSymptoms
45586798,Anetoderma of Schweninger-Buzzi,L90.1,ICD10,SkinSymptoms
45591655,Anetoderma of Jadassohn-Pellizzari,L90.2,ICD10,SkinSymptoms
35208683,Anetoderma of Jadassohn-Pellizzari,L90.2,ICD10CM,SkinSymptoms
35208684,Atrophoderma of Pasini and Pierini,L90.3,ICD10CM,SkinSymptoms
45581972,Atrophoderma of Pasini and Pierini,L90.3,ICD10,SkinSymptoms
45533661,Acrodermatitis chronica atrophicans,L90.4,ICD10,SkinSymptoms
35208685,Acrodermatitis chronica atrophicans,L90.4,ICD10CM,SkinSymptoms
45543397,Scar conditions and fibrosis of skin,L90.5,ICD10,SkinSymptoms
35208686,Scar conditions and fibrosis of skin,L90.5,ICD10CM,SkinSymptoms
45557724,Striae atrophicae,L90.6,ICD10,SkinSymptoms
35208687,Striae atrophicae,L90.6,ICD10CM,SkinSymptoms
35208688,Other atrophic disorders of skin,L90.8,ICD10CM,SkinSymptoms
45538603,Other atrophic disorders of skin,L90.8,ICD10,SkinSymptoms
35208689,"Atrophic disorder of skin, unspecified",L90.9,ICD10CM,SkinSymptoms
45606012,"Atrophic disorder of skin, unspecified",L90.9,ICD10,SkinSymptoms
45577067,Hypertrophic disorders of skin,L91,ICD10,SkinSymptoms
1569844,Hypertrophic disorders of skin,L91,ICD10CM,SkinSymptoms
45548222,Hypertrophic scar,L91.0,ICD10,SkinSymptoms
35208690,Hypertrophic scar,L91.0,ICD10CM,SkinSymptoms
35208691,Other hypertrophic disorders of the skin,L91.8,ICD10CM,SkinSymptoms
45591656,Other hypertrophic disorders of skin,L91.8,ICD10,SkinSymptoms
45586799,"Hypertrophic disorder of skin, unspecified",L91.9,ICD10,SkinSymptoms
35208692,"Hypertrophic disorder of the skin, unspecified",L91.9,ICD10CM,SkinSymptoms
45606013,Granulomatous disorders of skin and subcutaneous tissue,L92,ICD10,SkinSymptoms
1569845,Granulomatous disorders of skin and subcutaneous tissue,L92,ICD10CM,SkinSymptoms
35208693,Granuloma annulare,L92.0,ICD10CM,SkinSymptoms
45543398,Granuloma annulare,L92.0,ICD10,SkinSymptoms
45601248,"Necrobiosis lipoidica, not elsewhere classified",L92.1,ICD10,SkinSymptoms
35208694,"Necrobiosis lipoidica, not elsewhere classified",L92.1,ICD10CM,SkinSymptoms
45538604,Granuloma faciale [eosinophilic granuloma of skin],L92.2,ICD10,SkinSymptoms
35208695,Granuloma faciale [eosinophilic granuloma of skin],L92.2,ICD10CM,SkinSymptoms
45596396,Foreign body granuloma of skin and subcutaneous tissue,L92.3,ICD10,SkinSymptoms
35208696,Foreign body granuloma of the skin and subcutaneous tissue,L92.3,ICD10CM,SkinSymptoms
35208697,Other granulomatous disorders of the skin and subcutaneous tissue,L92.8,ICD10CM,SkinSymptoms
45606014,Other granulomatous disorders of skin and subcutaneous tissue,L92.8,ICD10,SkinSymptoms
45601249,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,ICD10,SkinSymptoms
35208698,"Granulomatous disorder of the skin and subcutaneous tissue, unspecified",L92.9,ICD10CM,SkinSymptoms
45543400,"Localized connective tissue disorder, unspecified",L94.9,ICD10,SkinSymptoms
35208710,"Localized connective tissue disorder, unspecified",L94.9,ICD10CM,SkinSymptoms
45601258,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",L98,ICD10,SkinSymptoms
1569878,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",L98,ICD10CM,SkinSymptoms
45606026,Pyogenic granuloma,L98.0,ICD10,SkinSymptoms
35208715,Pyogenic granuloma,L98.0,ICD10CM,SkinSymptoms
35208716,Factitial dermatitis,L98.1,ICD10CM,SkinSymptoms
45553016,Factitial dermatitis,L98.1,ICD10,SkinSymptoms
45553017,Mucinosis of skin,L98.5,ICD10,SkinSymptoms
35208719,Mucinosis of the skin,L98.5,ICD10CM,SkinSymptoms
35208720,Other infiltrative disorders of the skin and subcutaneous tissue,L98.6,ICD10CM,SkinSymptoms
45557739,Other infiltrative disorders of skin and subcutaneous tissue,L98.6,ICD10,SkinSymptoms
42616304,Excessive and redundant skin and subcutaneous tissue,L98.7,ICD10,SkinSymptoms
37200686,Excessive and redundant skin and subcutaneous tissue,L98.7,ICD10CM,SkinSymptoms
35208721,Other specified disorders of the skin and subcutaneous tissue,L98.8,ICD10CM,SkinSymptoms
45606028,Other specified disorders of skin and subcutaneous tissue,L98.8,ICD10,SkinSymptoms
35208722,"Disorder of the skin and subcutaneous tissue, unspecified",L98.9,ICD10CM,SkinSymptoms
45562566,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,ICD10,SkinSymptoms
45567383,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,L99,ICD10,SkinSymptoms
35208723,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,L99,ICD10CM,SkinSymptoms
45567384,Amyloidosis of skin,L99.0,ICD10,SkinSymptoms
45543412,Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere,L99.8,ICD10,SkinSymptoms
45553721,Rash and other nonspecific skin eruption,R21,ICD10,SkinSymptoms
35211309,Rash and other nonspecific skin eruption,R21,ICD10CM,SkinSymptoms
1572213,"Localized swelling, mass and lump of skin and subcutaneous tissue",R22,ICD10CM,SkinSymptoms
45573018,"Localized swelling, mass and lump of skin and subcutaneous tissue",R22,ICD10,SkinSymptoms
45548955,"Localized swelling, mass and lump, head",R22.0,ICD10,SkinSymptoms
35211310,"Localized swelling, mass and lump, head",R22.0,ICD10CM,SkinSymptoms
45592412,"Localized swelling, mass and lump, neck",R22.1,ICD10,SkinSymptoms
35211311,"Localized swelling, mass and lump, neck",R22.1,ICD10CM,SkinSymptoms
45602014,"Localized swelling, mass and lump, trunk",R22.2,ICD10,SkinSymptoms
35211312,"Localized swelling, mass and lump, trunk",R22.2,ICD10CM,SkinSymptoms
1572214,"Localized swelling, mass and lump, upper limb",R22.3,ICD10CM,SkinSymptoms
45548956,"Localized swelling, mass and lump, upper limb",R22.3,ICD10,SkinSymptoms
45544135,"Localized swelling, mass and lump, unspecified upper limb",R22.30,ICD10CM,SkinSymptoms
45539324,"Localized swelling, mass and lump, right upper limb",R22.31,ICD10CM,SkinSymptoms
45553722,"Localized swelling, mass and lump, left upper limb",R22.32,ICD10CM,SkinSymptoms
45568121,"Localized swelling, mass and lump, upper limb, bilateral",R22.33,ICD10CM,SkinSymptoms
45597173,"Localized swelling, mass and lump, lower limb",R22.4,ICD10,SkinSymptoms
1572215,"Localized swelling, mass and lump, lower limb",R22.4,ICD10CM,SkinSymptoms
45573019,"Localized swelling, mass and lump, unspecified lower limb",R22.40,ICD10CM,SkinSymptoms
45592413,"Localized swelling, mass and lump, right lower limb",R22.41,ICD10CM,SkinSymptoms
45548957,"Localized swelling, mass and lump, left lower limb",R22.42,ICD10CM,SkinSymptoms
45548958,"Localized swelling, mass and lump, lower limb, bilateral",R22.43,ICD10CM,SkinSymptoms
45539325,"Localized swelling, mass and lump, multiple sites",R22.7,ICD10,SkinSymptoms
45577788,"Localized swelling, mass and lump, unspecified",R22.9,ICD10,SkinSymptoms
35211313,"Localized swelling, mass and lump, unspecified",R22.9,ICD10CM,SkinSymptoms
45568122,Other skin changes,R23,ICD10,SkinSymptoms
1572216,Other skin changes,R23,ICD10CM,SkinSymptoms
35211314,Cyanosis,R23.0,ICD10CM,SkinSymptoms
45553723,Cyanosis,R23.0,ICD10,SkinSymptoms
45544136,Pallor,R23.1,ICD10,SkinSymptoms
35211315,Pallor,R23.1,ICD10CM,SkinSymptoms
35211316,Flushing,R23.2,ICD10CM,SkinSymptoms
45568123,Flushing,R23.2,ICD10,SkinSymptoms
35211317,Spontaneous ecchymoses,R23.3,ICD10CM,SkinSymptoms
45539326,Spontaneous ecchymoses,R23.3,ICD10,SkinSymptoms
45563295,Changes in skin texture,R23.4,ICD10,SkinSymptoms
35211318,Changes in skin texture,R23.4,ICD10CM,SkinSymptoms
45573020,Other and unspecified skin changes,R23.8,ICD10,SkinSymptoms
35211319,Other skin changes,R23.8,ICD10CM,SkinSymptoms
45606800,Unspecified skin changes,R23.9,ICD10CM,SkinSymptoms
19160,Chilblains,T69.1,ICD10CM,SkinSymptoms
45551429,"Chilblains, initial encounter",T69.1XXA,ICD10CM,SkinSymptoms
45536984,"Chilblains, subsequent encounter",T69.1XXD,ICD10CM,SkinSymptoms
45599694,"Chilblains, sequela",T69.1XXS,ICD10CM,SkinSymptoms
45605450,Mild cognitive disorder,F06.7,ICD10,CognitiveImpairments
37402458,Mild neurocognitive disorder due to known physiological condition,F06.7,ICD10CM,CognitiveImpairments
37402459,Mild neurocognitive disorder due to known physiological condition without behavioral disturbance,F06.70,ICD10CM,CognitiveImpairments
37402460,Mild neurocognitive disorder due to known physiological condition with behavioral disturbance,F06.71,ICD10CM,CognitiveImpairments
1568263,Attention-deficit hyperactivity disorders,F90,ICD10CM,CognitiveImpairments
45581476,Hyperkinetic disorders,F90,ICD10,CognitiveImpairments
45542870,Disturbance of activity and attention,F90.0,ICD10,CognitiveImpairments
35207262,"Attention-deficit hyperactivity disorder, predominantly inattentive type",F90.0,ICD10CM,CognitiveImpairments
45605518,Hyperkinetic conduct disorder,F90.1,ICD10,CognitiveImpairments
35207263,"Attention-deficit hyperactivity disorder, predominantly hyperactive type",F90.1,ICD10CM,CognitiveImpairments
45552506,"Attention-deficit hyperactivity disorder, combined type",F90.2,ICD10CM,CognitiveImpairments
35207264,"Attention-deficit hyperactivity disorder, other type",F90.8,ICD10CM,CognitiveImpairments
45586262,Other hyperkinetic disorders,F90.8,ICD10,CognitiveImpairments
45533124,"Hyperkinetic disorder, unspecified",F90.9,ICD10,CognitiveImpairments
35207265,"Attention-deficit hyperactivity disorder, unspecified type",F90.9,ICD10CM,CognitiveImpairments
45595932,Mild cognitive impairment of uncertain or unknown etiology,G31.84,ICD10CM,CognitiveImpairments
35207397,Transient global amnesia,G45.4,ICD10CM,CognitiveImpairments
45566883,Transient global amnesia,G45.4,ICD10,CognitiveImpairments
1572239,Other symptoms and signs involving cognitive functions and awareness,R41,ICD10CM,CognitiveImpairments
45544146,Other symptoms and signs involving cognitive functions and awareness,R41,ICD10,CognitiveImpairments
45558469,"Disorientation, unspecified",R41.0,ICD10,CognitiveImpairments
35211346,"Disorientation, unspecified",R41.0,ICD10CM,CognitiveImpairments
45606812,Anterograde amnesia,R41.1,ICD10,CognitiveImpairments
35211347,Anterograde amnesia,R41.1,ICD10CM,CognitiveImpairments
35211348,Retrograde amnesia,R41.2,ICD10CM,CognitiveImpairments
45553735,Retrograde amnesia,R41.2,ICD10,CognitiveImpairments
45539342,Other amnesia,R41.3,ICD10,CognitiveImpairments
35211349,Other amnesia,R41.3,ICD10CM,CognitiveImpairments
45539343,Neurologic neglect syndrome,R41.4,ICD10CM,CognitiveImpairments
1572240,Other symptoms and signs involving cognitive functions and awareness,R41.8,ICD10CM,CognitiveImpairments
45534452,Other and unspecified symptoms and signs involving cognitive functions and awareness,R41.8,ICD10,CognitiveImpairments
45534453,"Altered mental status, unspecified",R41.82,ICD10CM,CognitiveImpairments
45582709,Borderline intellectual functioning,R41.83,ICD10CM,CognitiveImpairments
1572241,Other specified cognitive deficit,R41.84,ICD10CM,CognitiveImpairments
45582710,Attention and concentration deficit,R41.840,ICD10CM,CognitiveImpairments
45534454,Cognitive communication deficit,R41.841,ICD10CM,CognitiveImpairments
45548968,Visuospatial deficit,R41.842,ICD10CM,CognitiveImpairments
45568131,Psychomotor deficit,R41.843,ICD10CM,CognitiveImpairments
45539344,Frontal lobe and executive function deficit,R41.844,ICD10CM,CognitiveImpairments
45553737,Other symptoms and signs involving cognitive functions and awareness,R41.89,ICD10CM,CognitiveImpairments
45539345,Unspecified symptoms and signs involving cognitive functions and awareness,R41.9,ICD10CM,CognitiveImpairments
1572218,Abnormalities of gait and mobility,R26,ICD10CM,PhysicalImpairments
45606801,Abnormalities of gait and mobility,R26,ICD10,PhysicalImpairments
45534437,Ataxic gait,R26.0,ICD10,PhysicalImpairments
35211325,Ataxic gait,R26.0,ICD10CM,PhysicalImpairments
45563296,Paralytic gait,R26.1,ICD10,PhysicalImpairments
35211326,Paralytic gait,R26.1,ICD10CM,PhysicalImpairments
45602016,"Difficulty in walking, not elsewhere classified",R26.2,ICD10,PhysicalImpairments
35211327,"Difficulty in walking, not elsewhere classified",R26.2,ICD10CM,PhysicalImpairments
1572219,Other abnormalities of gait and mobility,R26.8,ICD10CM,PhysicalImpairments
45597174,Other and unspecified abnormalities of gait and mobility,R26.8,ICD10,PhysicalImpairments
45597175,Other abnormalities of gait and mobility,R26.89,ICD10CM,PhysicalImpairments
45553724,Unspecified abnormalities of gait and mobility,R26.9,ICD10CM,PhysicalImpairments
45600353,Other problems related to life-management difficulty,Z73.8,ICD10,PhysicalImpairments
1576171,Other problems related to life management difficulty,Z73.8,ICD10CM,PhysicalImpairments
45600355,Need for assistance due to reduced mobility,Z74.0,ICD10,PhysicalImpairments
1576173,Reduced mobility,Z74.0,ICD10CM,PhysicalImpairments
45547340,Bed confinement status,Z74.01,ICD10CM,PhysicalImpairments
45552105,Other reduced mobility,Z74.09,ICD10CM,PhysicalImpairments
45581069,Need for assistance with personal care,Z74.1,ICD10,PhysicalImpairments
35225284,Need for assistance with personal care,Z74.1,ICD10CM,PhysicalImpairments
1568260,Specific developmental disorders of scholastic skills,F81,ICD10CM,SchoolDifficulty
45591156,Specific developmental disorders of scholastic skills,F81,ICD10,SchoolDifficulty
45542866,Specific reading disorder,F81.0,ICD10,SchoolDifficulty
35207250,Specific reading disorder,F81.0,ICD10CM,SchoolDifficulty
45571779,Specific spelling disorder,F81.1,ICD10,SchoolDifficulty
45542867,Specific disorder of arithmetical skills,F81.2,ICD10,SchoolDifficulty
35207251,Mathematics disorder,F81.2,ICD10CM,SchoolDifficulty
45605515,Mixed disorder of scholastic skills,F81.3,ICD10,SchoolDifficulty
45542868,Other developmental disorders of scholastic skills,F81.8,ICD10,SchoolDifficulty
45552504,Disorder of written expression,F81.81,ICD10CM,SchoolDifficulty
35207252,"Developmental disorder of scholastic skills, unspecified",F81.9,ICD10CM,SchoolDifficulty
45581474,"Developmental disorder of scholastic skills, unspecified",F81.9,ICD10,SchoolDifficulty
1576131,Problems related to education and literacy,Z55,ICD10CM,SchoolDifficulty
45552089,Problems related to education and literacy,Z55,ICD10,SchoolDifficulty
45609952,Illiteracy and low-level literacy,Z55.0,ICD10,SchoolDifficulty
35225164,Illiteracy and low-level literacy,Z55.0,ICD10CM,SchoolDifficulty
35225165,Schooling unavailable and unattainable,Z55.1,ICD10CM,SchoolDifficulty
45547326,Schooling unavailable and unattainable,Z55.1,ICD10,SchoolDifficulty
45547327,Failed examinations,Z55.2,ICD10,SchoolDifficulty
35225166,Failed school examinations,Z55.2,ICD10CM,SchoolDifficulty
35225167,Underachievement in school,Z55.3,ICD10CM,SchoolDifficulty
45537656,Underachievement in school,Z55.3,ICD10,SchoolDifficulty
45556848,Educational maladjustment and discord with teachers and classmates,Z55.4,ICD10,SchoolDifficulty
35225168,Educational maladjustment and discord with teachers and classmates,Z55.4,ICD10CM,SchoolDifficulty
766508,Less than a high school diploma,Z55.5,ICD10CM,SchoolDifficulty
35225169,Other problems related to education and literacy,Z55.8,ICD10CM,SchoolDifficulty
45571369,Other problems related to education and literacy,Z55.8,ICD10,SchoolDifficulty
45581047,"Problem related to education and literacy, unspecified",Z55.9,ICD10,SchoolDifficulty
35225170,"Problems related to education and literacy, unspecified",Z55.9,ICD10CM,SchoolDifficulty
45556919,Fatal familial insomnia,A81.83,ICD10CM,SleepProblems
1568242,Sleep disorders not due to a substance or known physiological condition,F51,ICD10CM,SleepProblems
1568243,Insomnia not due to a substance or known physiological condition,F51.0,ICD10CM,SleepProblems
45600753,Primary insomnia,F51.01,ICD10CM,SleepProblems
45566847,Adjustment insomnia,F51.02,ICD10CM,SleepProblems
45538071,Paradoxical insomnia,F51.03,ICD10CM,SleepProblems
45562054,Psychophysiologic insomnia,F51.04,ICD10CM,SleepProblems
45562055,Insomnia due to other mental disorder,F51.05,ICD10CM,SleepProblems
45566848,Other insomnia not due to a substance or known physiological condition,F51.09,ICD10CM,SleepProblems
1568244,Hypersomnia not due to a substance or known physiological condition,F51.1,ICD10CM,SleepProblems
45571766,Primary hypersomnia,F51.11,ICD10CM,SleepProblems
45595911,Insufficient sleep syndrome,F51.12,ICD10CM,SleepProblems
45566849,Hypersomnia due to other mental disorder,F51.13,ICD10CM,SleepProblems
45605502,Other hypersomnia not due to a substance or known physiological condition,F51.19,ICD10CM,SleepProblems
35207196,Sleepwalking [somnambulism],F51.3,ICD10CM,SleepProblems
35207197,Sleep terrors [night terrors],F51.4,ICD10CM,SleepProblems
35207199,Other sleep disorders not due to a substance or known physiological condition,F51.8,ICD10CM,SleepProblems
35207200,"Sleep disorder not due to a substance or known physiological condition, unspecified",F51.9,ICD10CM,SleepProblems
1568362,Sleep disorders,G47,ICD10CM,SleepProblems
1568363,Insomnia,G47.0,ICD10CM,SleepProblems
45571810,"Insomnia, unspecified",G47.00,ICD10CM,SleepProblems
45571811,Insomnia due to medical condition,G47.01,ICD10CM,SleepProblems
45581497,Other insomnia,G47.09,ICD10CM,SleepProblems
1568364,Hypersomnia,G47.1,ICD10CM,SleepProblems
45605556,"Hypersomnia, unspecified",G47.10,ICD10CM,SleepProblems
45576590,Idiopathic hypersomnia with long sleep time,G47.11,ICD10CM,SleepProblems
45562093,Idiopathic hypersomnia without long sleep time,G47.12,ICD10CM,SleepProblems
45591185,Recurrent hypersomnia,G47.13,ICD10CM,SleepProblems
45547743,Hypersomnia due to medical condition,G47.14,ICD10CM,SleepProblems
45566884,Other hypersomnia,G47.19,ICD10CM,SleepProblems
1568365,Circadian rhythm sleep disorders,G47.2,ICD10CM,SleepProblems
45538121,"Circadian rhythm sleep disorder, unspecified type",G47.20,ICD10CM,SleepProblems
45591186,"Circadian rhythm sleep disorder, delayed sleep phase type",G47.21,ICD10CM,SleepProblems
45566885,"Circadian rhythm sleep disorder, advanced sleep phase type",G47.22,ICD10CM,SleepProblems
45566886,"Circadian rhythm sleep disorder, irregular sleep wake type",G47.23,ICD10CM,SleepProblems
45552537,"Circadian rhythm sleep disorder, free running type",G47.24,ICD10CM,SleepProblems
45552538,"Circadian rhythm sleep disorder, jet lag type",G47.25,ICD10CM,SleepProblems
45533147,"Circadian rhythm sleep disorder, shift work type",G47.26,ICD10CM,SleepProblems
45538122,Circadian rhythm sleep disorder in conditions classified elsewhere,G47.27,ICD10CM,SleepProblems
45557240,Other circadian rhythm sleep disorder,G47.29,ICD10CM,SleepProblems
45571814,Parasomnia,G47.5,ICD10CM,SleepProblems
45576593,"Parasomnia, unspecified",G47.50,ICD10CM,SleepProblems
45586298,REM sleep behavior disorder,G47.52,ICD10CM,SleepProblems
45566887,Parasomnia in conditions classified elsewhere,G47.54,ICD10CM,SleepProblems
45533148,Other parasomnia,G47.59,ICD10CM,SleepProblems
35207409,Other sleep disorders,G47.8,ICD10CM,SleepProblems
35207410,"Sleep disorder, unspecified",G47.9,ICD10CM,SleepProblems
1576169,Problems related to sleep,Z72.82,ICD10CM,SleepProblems
45537668,Sleep deprivation,Z72.820,ICD10CM,SleepProblems
45556854,Behavioral insomnia of childhood,Z73.81,ICD10CM,SleepProblems
45537670,"Behavioral insomnia of childhood, sleep-onset association type",Z73.810,ICD10CM,SleepProblems
45576179,"Behavioral insomnia of childhood, limit setting type",Z73.811,ICD10CM,SleepProblems
45600354,"Behavioral insomnia of childhood, combined type",Z73.812,ICD10CM,SleepProblems
45571386,"Behavioral insomnia of childhood, unspecified type",Z73.819,ICD10CM,SleepProblems
35207198,Nightmare disorder,F51.5,ICD10CM,SleepProblems
